,Group,Distance,Age_shield,Sample_Name,Sr,Nd,Hf,Sr_m,Nd_m,Hf_m,X_OC,X_SED,X_RC,Fd,P0,F_per,F_tot,dT_RC,Tp,d_rho_RC,d_rho_per,d_rho_c,d_rho_T,d_rho,v_p,Q_p,Q_v
426,OAHU - KOOLAU,339,3.3,s_LK4 [11395],0.703667,5.247449427,9.77173471,0.7036670147029487,5.247815422904713,9.77156579504344,0.04815629690954465,0.004476311282076069,0.05303011315815736,0.01240625281326189,4.031867314456347,0.015143747968075933,0.04539367202957638,14.462372050761186,1527.4204512644528,9.545420368468324,-2.5200206079704164,7.025399760497908,-17.56462467518083,-10.539224914682922,19.73752569443489,96.27969238351919,4.973314817671625
427,OAHU - KOOLAU,339,3.3,s_S500-5B [13124],0.703967,3.082145017,6.921866436,0.7039670154350205,3.082348639985854,6.921742855581829,0.04827100175675099,0.0046077440856641515,0.05499304411714788,0.02317196885641934,3.80825648347034,0.012078051043630161,0.04220287916805422,14.767267838455496,1520.2323443789392,9.898747941086619,-4.697050590550266,5.201697350536352,-16.853002093514977,-11.651304742978624,21.820193477211728,106.43895026452891,5.111620523242026
428,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-1,0.704141,1.521565261,5.092207861,0.7041413539486422,1.522684303524334,5.09211913967925,0.05359159882624445,0.005538257982976048,0.05981746025685487,0.04929228181687746,3.5006478991151573,0.006288700168399958,0.049882690817862764,16.77873296322786,1539.5691242436242,10.767142846233876,-9.940732810936078,0.8264100352977977,-18.767343300118792,-17.940933264820995,33.59921001431627,163.89701802489523,9.30329659005112
429,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-2,0.704134,1.482550768,5.16293297,0.7041340249011103,1.4831569576549184,5.162822276974548,0.05340539346521901,0.005733205347126929,0.060119166873186025,0.06933333372898942,3.5660998356270586,0.007511992332389905,0.04973685749089786,17.018194679070852,1543.5309470144366,10.821450037173484,-13.977907830028002,-3.1564577928545177,-19.159563754429225,-22.316021547283743,41.79273639690865,203.86505717352418,11.538173819601361
430,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-3,0.704205,1.306985545,5.092207861,0.7042050979767707,1.313125242211672,5.09161684809834,0.05091423739856439,0.0054005416790526145,0.05924267170655188,0.06952255176794858,3.6603322464592734,0.009377785953281433,0.047623739001069844,16.96388850908974,1543.373559233542,10.663680907179339,-14.029125837303345,-3.3654449301240064,-19.143982364120657,-22.509427294244663,42.15494053725054,205.63188974170097,11.143712474576992
431,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-4,0.704333,-0.195072469,4.278869106,0.7043455737358922,0.30730165958326433,3.985094015362101,0.05626137445985248,0.007168534613563819,0.06246206185176115,0.1141260692241425,3.6618581708289315,0.00938075258438609,0.05551269894584335,19.932841300191214,1565.304038448057,11.243171133317006,-22.950967960498954,-11.707796827181948,-21.315099806357654,-33.0228966335396,61.84423200809589,301.6762954797989,19.05677783490424
432,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-5,0.704096,2.098589626,5.976271726,0.7040960218683181,2.0993726810022437,5.9760758625792345,0.050570753136177295,0.005174779729849366,0.056599451441937246,0.0361598262072055,3.63883416891288,0.00896338978596057,0.043882443234581674,15.265919323971861,1527.2640119386028,10.187901259548704,-7.317281374183184,2.87061988536552,-17.549137181921683,-14.678517296556162,27.48946100328104,134.09364933371012,6.695992397074012
433,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-6,0.704088,2.145797164,6.153084499,0.7040880260664042,2.1463746351856243,6.152661086447788,0.04970683331313254,0.005171027173703507,0.056844875512666856,0.04533066753770311,3.715737196384261,0.01046209709184894,0.04671446606113762,15.558702533320577,1528.076516447239,10.232077592280033,-9.170701122000194,1.0613764702798392,-17.62957512827667,-16.56819865799683,31.028396240707085,151.3565829607273,8.045789124448472
434,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-7,0.704332,1.111913076,5.304383189,0.7043320467692318,1.1193063334949094,5.291479755002076,0.05400264982602702,0.005850092236306286,0.06011405816240967,0.06024343132064966,3.6481435859552898,0.009150141373110869,0.05084682867058897,17.268413078028146,1550.207474471822,10.82053046923374,-12.145409172969286,-1.3248787037355463,-19.82053997271038,-21.145418676445928,39.60046851875077,193.17116979376897,11.176919495235646
435,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-8,0.704275,0.50718842,4.703219761,0.7042768995367719,0.6966537088814562,4.623531556649383,0.056373265432611716,0.006047835104805679,0.06083474078100536,0.09535241544692895,3.776263069517144,0.011555014095191083,0.05561689362110401,18.333906430745174,1560.17734377474,10.950253340580966,-19.208834495644854,-8.258581155063888,-20.807557033699254,-29.06613818876314,54.43414045936673,265.52985311967484,16.804903607175273
436,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-9,0.704316,-0.214579716,4.420319324,0.7043310509084533,0.3733518941871941,4.094239890884032,0.056713134204706785,0.006484909917727799,0.06168839048452793,0.1112189375278387,3.494443411711237,0.006346402445320648,0.05713547713577924,19.41566456481957,1565.0417313660637,11.103910287215028,-22.384795350134446,-11.280885062919419,-21.289131405240305,-32.57001646815972,60.99609241784649,297.53906875180434,19.344869302382836
437,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-10,0.704367,-0.721768137,3.92524356,0.7043853214964013,0.06341083812247614,3.543345951053299,0.060268773706639044,0.009246943476594001,0.06781162294345935,0.1356577005319346,3.5247092546914844,0.006747926619720401,0.06330992300485525,20.882576816767674,1572.5050674417462,12.206092129822684,-27.125355048381515,-14.91926291855883,-22.028001676732874,-36.947264595291706,69.19366368893876,337.52683887515235,24.316218620052293
438,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-11,0.704039,3.140666758,7.178598582,0.7040390024187979,3.1408851842718546,7.17819697593033,0.04586573324401831,0.004935099356383112,0.052284733376387164,0.02380341846913596,3.9352963499523756,0.013900129391943968,0.04350470712263535,15.14052341081301,1526.6613875104063,9.41125200774969,-4.838876130881067,4.572375876868623,-17.48947736353022,-12.917101486661597,24.190737417076623,118.00246865306532,5.841754264499506
439,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-12,0.704134,1.521565261,5.905546617,0.7041340444339078,1.5666226282957454,5.870764339306571,0.053604450585481696,0.005845676122487993,0.06002076007971394,0.06457678052998017,3.8340172438444142,0.012486831769000688,0.048691300393854706,17.064749061631733,1550.3873141069475,10.80373681434851,-13.020328695460492,-2.2165918811119827,-19.838344096587807,-22.05493597769979,41.303783634269514,201.4799445557738,11.163468159385461
440,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-13,0.704136,1.599594249,5.375108298,0.7041361284074548,1.6015766458283385,5.373769796893109,0.05077146563846825,0.004842828062216381,0.05805271284244795,0.04203756767896866,3.6471658180921915,0.00913037109120039,0.046220549208242055,15.681109498677603,1535.4120521832508,10.449488311640632,-8.493593572872948,1.9558947387676842,-18.35579316614183,-16.399898427374147,30.71320891401225,149.81909850967887,7.879854948104673
441,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-14,0.704136,2.028753682,6.08235939,0.704136002707545,2.0294142209376957,6.0806140445692565,0.04913468177348115,0.0051357478762629645,0.05731821755518224,0.031048922951731242,3.6937206576172446,0.010046391122393786,0.047360964724431825,15.427763402447706,1534.870027765934,10.317279159932802,-6.278254989677346,4.039024170255456,-18.302132748827475,-14.26310857857202,26.711496749621222,130.29873804709123,7.022256548187825
442,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-15,0.704156,1.599594249,5.375108298,0.7041560493626776,1.6017264929757067,5.37480289158788,0.05078751934233225,0.004850466933807512,0.05782190080145407,0.04162230390507461,3.5296149119975313,0.0068110629531121765,0.046417788047665276,15.805282421199843,1532.8946996098548,10.407942144261733,-8.41175117158392,1.9961909726778142,-18.106575261375625,-16.11038428869781,30.171016030068248,147.1742804667881,7.773781047364672
443,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-16,0.704478,-1.111913076,3.606980568,0.7044916789707929,-0.2589048033700379,3.218167207839188,0.07548403406953648,0.011476333342712565,0.08083485205727682,0.13141882213281442,3.4754855293226266,0.0058667155830051075,0.10260823948232947,27.857400616698904,1580.2801176060048,14.550273370309828,-25.910656433411777,-11.36038306310195,-22.79773164299447,-34.15811470609642,63.9702323598543,312.04692972461044,36.43494279765446
444,OAHU - KOOLAU - MAKAPUU,339,3.3,KM-17,0.704181,1.638608743,5.375108298,0.7041810017068145,1.6388167818590893,5.37475276818988,0.05092101973843183,0.005668479780648126,0.057422198150234985,0.04081073026125737,3.5877403678660227,0.007946401199005323,0.0466944246219908,15.720691738584277,1533.756537121782,10.335995667042297,-8.251233366420257,2.0847623006220406,-18.19189717505642,-16.10713487443438,30.164930630237095,147.14459587344825,7.818533239242032
445,WEST KAENA,440,4.0,samp. 296-25,0.703733,6.222811775,9.335714412,0.7037326841697069,5.816535870229394,9.752941934952908,0.026205811892165448,0.002058374005796908,0.029566085634488648,0.022703602932641797,3.6074682348575267,0.008331995469949432,0.027655735907545744,7.667345952454627,1487.3792046101294,5.321895414207956,-4.725938273654573,0.5959571405533834,-13.600541256402808,-13.004584115849426,24.354572106571286,118.80165461743083,3.738726107614182
446,WEST KAENA,440,4.0,samp. 296-26,0.703755,5.891188577,10.11369061,0.703755000001625,5.8907940170647475,10.114161882593361,0.04177202093951903,0.003206810727608875,0.04610969347306386,0.018069953244734156,3.945839852791471,0.01403557435653051,0.040791768789142244,12.651225740963268,1513.4409152585567,8.299744825151494,-3.6972835698828033,4.602461255268691,-16.18065061059712,-11.578189355328428,21.683265301365154,105.7710143310567,4.909702176521449
447,WEST KAENA,440,4.0,samp. 305-04,0.70392,4.096521858,8.769913539,0.7039200097406888,4.097188633456997,8.769423742189403,0.05039660085759353,0.0057539877861523285,0.056608859320474825,0.011821936567579051,4.159328115467678,0.017301128564969348,0.047897963680231345,15.703042547680564,1534.0684420967048,10.189594677685468,-2.392256342947055,7.797338334738413,-18.222775767573772,-10.42543743283536,19.524428112321193,95.24020192401527,5.1910271440549876
448,WEST KAENA,440,4.0,samp. 305-07,0.703716,5.696116107,9.618614849,0.7037160000041849,5.646097046857681,9.628489365873811,0.03197555541214993,0.0028839070417520777,0.035783923141967655,0.018453920452149247,3.818395584697575,0.012227431739483447,0.03622898438594689,9.953029804053665,1514.2385001858593,6.441106165554178,-3.816720074529123,2.624386091025055,-16.259611518400067,-13.635225427375012,25.53561712562835,124.56279473632439,5.13523644840975
449,WEST KAENA,440,4.0,samp. 305-09,0.70371,5.774145095,9.229626748,0.7037095441261186,5.58039943153713,9.42270348945208,0.029103635825655734,0.0024849230032727735,0.032888641789365985,0.019559458148537344,3.710694718313534,0.01037457247829425,0.029994526593825614,9.051745496572593,1498.3442474169815,5.9199555220858775,-4.057519352149693,1.8624361699361849,-14.686080494281168,-12.823644324344983,24.01571381168954,117.14870313314131,3.9984847041880434
450,WEST KAENA,440,4.0,samp. 305-14,0.703816,4.896318983,8.911363757,0.7038160139511822,4.896318812109877,8.911371212781813,0.042031359473007665,0.003928210255240347,0.046136886824494905,0.01725408535508815,3.928062974486364,0.013806447397032608,0.04198118397826333,13.47554412314102,1514.0162058093854,8.304639628409083,-3.530248630151158,4.774390998257925,-16.237604375129155,-11.46321337687123,21.467941940547593,104.72066651829384,5.002683438800628
451,WEST KAENA,440,4.0,samp. 306-01,0.703709,5.481536391,9.760065067,0.7037089998842483,5.481204834089266,9.760309356775348,0.042961694207844986,0.0038503793261626456,0.048140973314823726,0.012570901092351608,3.9429602963903325,0.01399393868111681,0.04446242826639822,13.11116931270607,1521.0470350230144,8.66537519666827,-2.566648157999945,6.098727038668326,-16.93365646727842,-10.834929428610096,20.291311716542335,98.98106177906763,5.007964339646998
452,WEST KAENA,440,4.0,samp. 306-05,0.703723,5.754637848,9.47716463,0.7037230289750833,5.677387092011948,9.536459717870882,0.026985973559682748,0.0024144620850534283,0.03016829277439281,0.017150753832715075,3.6552787807971145,0.00929211048224518,0.029735458051406153,8.734293137638254,1496.3401989246997,5.430292699390706,-3.567852474569566,1.8624402248211398,-14.487679693545275,-12.625239468724136,23.644147499421035,115.33620187036261,3.902619591493601
453,WEST KAENA,440,4.0,samp. 306-09,0.704119,4.174550846,6.754247927,0.7041185064219835,3.6598999428107506,7.242123376027672,0.034698094555877225,0.0034337478336561858,0.03825736395022407,0.02069061398879911,3.613372204666332,0.008450781188108391,0.033488899249166273,11.687495210060739,1496.213965493118,6.886325511040332,-4.268345289581807,2.6179802214585255,-14.475182583818677,-11.857202362360152,22.20579199948106,108.31990067758393,4.127861032260451
454,WEST KAENA,440,4.0,samp. 306-11,0.704137,4.174550846,6.895698145,0.7041370009153214,3.6961032928437945,7.371705380430622,0.03448859473894784,0.0035699742871760833,0.037878988347072345,0.02239746679265065,3.6325136029021072,0.008836029676443407,0.033031723759696485,12.316481990216054,1497.2683284163754,6.818217902473022,-4.622276246232193,2.195941656240829,-14.579564513221168,-12.383622856980338,23.19165558269084,113.1289453366272,4.252270840079794
455,WEST KAENA,440,4.0,samp. 306-15,0.703798,5.520550885,9.724702513,0.703798004697189,5.519951405715325,9.726066379803829,0.039786436102198154,0.0035474055861677307,0.04412122913048583,0.01697092620121716,3.89711601667262,0.013392723642047844,0.03831687864796665,12.072099713629036,1516.5088675357574,7.941821243487449,-3.4796507626745203,4.4621704808129286,-16.484377886039987,-12.022207405227057,22.51480820320204,109.8272823776198,4.788685361595669
456,WEST KAENA,440,4.0,samp. 306-26,0.70374,5.149913193,8.911363757,0.7037401207782339,5.122338023107329,8.932335428407672,0.03903392054266632,0.003073846464664142,0.044927115818566635,0.01723679305126829,3.7011501878965296,0.010192701203245662,0.0368549524840212,12.86306915205158,1506.7900470355619,8.086880847341995,-3.5311834386786014,4.555697408663393,-15.522214656520628,-10.966517247857235,20.537745205199236,100.18316486170346,4.2015210607703155
457,WEST KAENA,440,4.0,samp. 306-27,0.703743,5.130405946,9.08817653,0.7037430003986088,5.130398496006766,9.08821605396857,0.04527731711358269,0.0036888044211714267,0.05089003475207102,0.012872825015953063,3.837298437298941,0.012540819861721817,0.04330891122002663,13.730760227102593,1514.103697766859,9.160206255372783,-2.620702335008018,6.539503920364766,-16.246266078919053,-9.706762158554287,18.178515883774313,88.67483920602031,4.370122564640728
458,WEST KAENA,440,4.0,samp. 306-30,0.703759,6.730000195,10.4319536,0.7037587786873183,6.472571891835688,10.622091397480599,0.023515391549575125,0.002110762630077769,0.025077034298980616,0.02140475453350659,3.645981286996323,0.009106791642674628,0.028718305250919222,8.090119496409255,1491.1111587494406,4.513866173816511,-4.476183162145391,0.03768301167111954,-13.970004716194621,-13.932321704523503,26.092009597694283,127.27687840032277,4.159338486013507
459,WEST KAENA,440,4.0,samp. 305-20,0.70392,4.837797242,8.168750111,0.703918711813174,4.571436228823863,8.320256081178709,0.03678424799351931,0.0034316271996400823,0.04289438539440993,0.019712862455865628,3.6945443443432238,0.010042007833131349,0.03561016917116445,12.33640496006565,1504.3576417831016,7.720989370993787,-4.047033991669969,3.673955379323818,-15.28140653652706,-11.607451157203242,21.738065874561478,106.03833164384784,4.296876435840009
460,WEST KAENA,440,4.0,samp. 305-24,0.703744,5.696116107,9.653977403,0.7037439748916198,5.682595900207001,9.670018239834747,0.03498939779997921,0.00290554324132485,0.0404401795455,0.016696626342597366,3.819086118150687,0.01226063973923305,0.03650235591602556,10.020250800840138,1502.7169350568597,7.27923231819,-3.4365928258444502,3.84263949234555,-15.118976570629112,-11.276337078283563,21.11796594374385,103.01348286034525,4.2788878935201655
461,WEST KAENA,440,4.0,samp. 306-19,0.703837,5.657101613,8.769913539,0.7038331661383067,5.308893239485,9.089784700517356,0.02136315395484925,0.0017786394487932923,0.024589900758722465,0.02039444764766262,3.5240254062831924,0.006708043042834737,0.021532459671708973,7.268029720172823,1479.1612143934917,4.426182136570044,-4.267037818753203,0.1591443178168408,-12.786960224955681,-12.62781590713884,23.64897257145641,115.35973858202983,2.826596700653888
462,SOUTH KAUAI SWELL,490,4.2,s_297-18 [19624],0.70371,6.456898738,10.53804127,0.7037100001100334,6.385457112337923,10.573692994602922,0.028736322512266873,0.00257562329561735,0.031490160065615516,0.018474598595573405,3.713996185089413,0.010435635789074972,0.030724087613705636,9.463799759251115,1498.0705059718453,5.668228811810793,-3.838012148395597,1.8302166634151957,-14.65898009121268,-12.828763427797483,24.02530070605266,117.1954680242672,4.097375389921557
463,SOUTH KAUAI SWELL,490,4.2,s_297-26 [19624],0.70365,6.144782787,9.972240395,0.7036500109349486,6.048690614076499,9.983461910943646,0.028453149036468284,0.0022033762149798685,0.030397374391613666,0.018042764018422936,3.6976771027539677,0.010125339039171868,0.03265277763891125,8.762272662041504,1500.015386669589,5.4715273904904596,-3.7525297878987627,1.7189976025916969,-14.851523280289303,-13.132525677697606,24.59417700017655,119.97044779885806,4.4576950249017875
464,SOUTH KAUAI SWELL,490,4.2,s_252-04 [19624],0.703692,6.63246396,9.618614849,0.7036916254602459,6.118041342874052,10.048919036322022,0.02332647350268286,0.001422763595011475,0.02618378578858241,0.02179302933760381,3.5681395845655395,0.007548630574625587,0.02663235769431125,7.593022914269588,1487.1139956498262,4.7130814419448335,-4.552205942372024,0.16087549957280967,-13.57428556933279,-13.41341006975998,25.120208368742674,122.53642993530734,3.7135628647066707
465,SOUTH KAUAI SWELL,490,4.2,s_299-23 [19624],0.7036,7.022608899,10.60876638,0.7035999853489525,6.741757179104037,10.855386499204542,0.022969990022196914,0.0016185052329730837,0.025446229873251763,0.020445018651956116,3.638313627368359,0.008952864672979548,0.02522209736002539,7.060976674496552,1489.718347066966,4.580321377185317,-4.273863166624949,0.30645821056036837,-13.832116359629644,-13.525658149069276,25.330423006674124,123.5618573869488,3.546349775895636
466,SOUTH KAUAI SWELL,490,4.2,s_297-11 [19624],0.703746,5.988724811,9.901515285,0.7037460041416416,5.953499530274579,9.919170149279136,0.029583930055486332,0.0024117454723678335,0.03111202003471361,0.019547410680405743,3.756853833075715,0.01121956427102917,0.02931140943615739,9.246394295133083,1496.3731919625952,5.60016360624845,-4.062469392629544,1.5376942136189058,-14.490946004296928,-12.953251790678022,24.258438558304924,118.33271496419803,3.9469122660087814
467,SOUTH KAUAI SWELL,490,4.2,s_299-29 [19624],0.703725,6.37886975,10.0429655,0.7037249150028639,6.194064712415333,10.18332163245029,0.025617424429461633,0.002215116072654591,0.028752133757640887,0.023485064536650183,3.646726269054969,0.009121785468713048,0.028467714260429322,8.244906471199082,1495.896412334942,5.17538407637536,-4.8927061368440095,0.2826779395313501,-14.443744821159253,-14.161066881627903,26.520396300428576,129.36654964883581,4.190738242020798
468,SOUTH KAUAI SWELL,490,4.2,s_297-07 [19624],0.703718,6.749507442,10.53804127,0.703717992604387,6.559465021883506,10.6699016177599,0.020612758169924264,0.001888892014823573,0.022523866961160648,0.019703146896998116,3.612532449982163,0.008433944713389162,0.02515631488735375,6.16751613813582,1483.8828472461296,4.054296053008916,-4.1311318271596065,-0.0768357741506902,-13.25440187736683,-13.331237651517519,24.966318473654198,121.78575469924021,3.4862574552506063
469,SOUTH KAUAI SWELL,490,4.2,s_KS3-3 [19624],0.703735,6.417884244,9.760065067,0.7037328881482192,6.052795215555962,10.075982276996818,0.023039801013208842,0.0017203699326821275,0.02485749920803499,0.02082257906242225,3.6100591825970927,0.008385071359765892,0.024317454429430924,7.375145816818376,1489.5834648594991,4.474349857446298,-4.355418600361866,0.11893125708443186,-13.818763021090415,-13.699831764005983,25.656609820973586,125.15299736196438,3.4631819390295346
470,SOUTH KAUAI SWELL,490,4.2,s_252-10 [19624],0.703693,6.788521936,10.71485404,0.7036930004171584,6.659589651741,10.823939809097686,0.024362321266036928,0.0018573571316484992,0.02668618506972428,0.01768520112576221,3.6343844671655696,0.008873919929806899,0.024705532070397582,7.286509063839827,1488.962477223719,4.80351331255037,-3.6922422484500745,1.1112710641002956,-13.757285245148172,-12.646014181047876,23.683053720856073,115.52598650140311,3.2478042009540067
471,SOUTH KAUAI SWELL,490,4.2,s_299-33 [19624],0.703686,6.788521936,10.4319536,0.7036844860311613,6.564282869690336,10.652906250366549,0.0239855472030786,0.001512045932449788,0.02523017810356914,0.01948494560134144,3.6018007657479485,0.008218124996588907,0.022271625660256214,6.650918303196241,1491.5962143252605,4.541432058642445,-4.074070776521726,0.46736128212071915,-14.018025218200787,-13.550663936080067,25.37725305040414,123.79029444002401,3.1372884909881606
472,SOUTH KAUAI SWELL,490,4.2,s_297-04 [19624],0.703656,7.139652381,11.10384214,0.7036559884801401,6.956969451458416,11.22489876491072,0.019281542384057628,0.0014002021126606956,0.021067016565908835,0.01881424605637036,3.63007082948192,0.008786946440181591,0.020081002880892884,5.5288481286273665,1486.7590745522803,3.79206298186359,-3.950636551939017,-0.15857357007542694,-13.539148380675746,-13.697721950751173,25.652658629717646,125.13372344260084,2.8594052348715446
473,SOUTH KAUAI SWELL,490,4.2,s_299-04 [19624],0.703654,6.866550924,11.20992981,0.7036539853098787,6.863348015705171,11.211984448018839,0.025832059884176466,0.0020379294712079363,0.028137723535536917,0.01754322455010487,3.7987384069170913,0.011933013042907012,0.02828828333511395,8.322464819524129,1503.4204387968437,5.064790236396645,-3.6571388027014216,1.4076514336952233,-15.188623440887522,-13.780972007192299,25.808566691398788,125.89424329960619,4.052550235025104
474,SOUTH KAUAI SWELL,490,4.2,s_299-20 [19624],0.703724,6.710492948,9.972240395,0.7037219281626733,6.295343967970288,10.35677085563492,0.023315822764645427,0.002036762752710113,0.025617126054082645,0.021657693095081556,3.602580222530478,0.008233742362242176,0.025022120846706138,6.870357534611477,1492.4444097311175,4.611082689734876,-4.526568884199695,0.08451380553518106,-14.101996563380633,-14.017482757845452,26.25149651364057,128.0548559160574,3.6461632631514242
475,SOUTH KAUAI SWELL,490,4.2,s_298-20 [19624],0.7036,6.925072664,10.92702937,0.7035999924761676,6.832185958069989,10.949462338205134,0.024860626135754803,0.0020889425908096394,0.02670172635294025,0.019580383508115085,3.711984471226355,0.010399233103231126,0.028942505387746068,8.099635161360094,1500.314389738977,4.806310743529245,-4.087845218413193,0.7184655251160521,-14.88112458415873,-14.162659059042678,26.523378079723415,129.38109477458798,4.261111381908204
476,SOUTH KAUAI SWELL,490,4.2,s_298-07 [19624],0.703589,6.964087158,11.45746769,0.7035890056413353,6.96264357608078,11.458950181382727,0.029133677052926223,0.0024190136645263222,0.032043612590785836,0.014899925856771495,3.934730544577114,0.01389283310159875,0.03477530142704298,9.11807156034546,1514.7035151833575,5.76785026634145,-3.093621617869428,2.6742286484720226,-16.30564800315239,-13.631419354680366,25.528489233566688,124.52802486366335,4.927809890506567
477,KAUAI,519,5.0,65GRO-3,0.703818,5.149913,9.357993,0.7038179945122511,5.149904237273033,9.358055723596195,0.04135130913127539,0.0041752646203271635,0.0465295606187536,0.01545335933708523,3.91506970430309,0.013633575414384102,0.04207239455851096,12.743396081524786,1518.362778324862,8.375320911375649,-3.1605119225065685,5.2148089888690805,-16.667915054161327,-11.453106065292246,21.449013288430688,104.62833251294464,5.009132002998679
478,KAUAI,519,5.0,74WAI-11,0.703621,6.788522,10.91536,0.7036209907900448,6.770107668233056,10.923115284899573,0.02656437606417092,0.002071260546798491,0.030256656800300763,0.01589379973823312,3.804646284670451,0.012027255657029223,0.031161678387158002,8.371338945117587,1503.1654463874402,5.446198224054138,-3.3060684430274985,2.1401297810266393,-15.163379192356578,-13.023249411329939,24.3895278791374,118.97216895047323,4.218734185285862
479,KAUAI,519,5.0,76KUK-2,0.703585,6.359363,11.175275,0.7035849652796022,6.359348142250863,11.175382445785385,0.031110852614204272,0.0032201628522899256,0.03513970142236414,0.008567770679619183,4.076598747236089,0.0157836165384456,0.038057595225501145,9.491668425417114,1521.363626048578,6.325146256025545,-1.7732075309696058,4.551938725055939,-16.964998978809223,-12.413060253753285,23.24678500443549,113.39786677333763,4.9109121976598145
480,KAUAI,519,5.0,76POH-2,0.703589,7.217681,11.263327,0.7035889656117224,7.157945023537689,11.359280211428207,0.019571250707416013,0.0018419973721772423,0.02200379640657541,0.018000535567292933,3.6746482405372296,0.00967616216710113,0.024190813535377817,6.429224496078648,1494.7227701098773,3.960683353183574,-3.7761556934803626,0.18452765970321128,-14.32755424087785,-14.143026581174638,26.486610998699646,129.20174487503058,3.556598121299021
481,KAUAI,519,5.0,86KA-19,0.703709,4.642725,10.775324,0.7037090650506157,4.689239504475655,10.730792090979843,0.0494359471366314,0.005379260999822888,0.05762443276664433,0.009746101765382494,4.417186770395734,0.030777251694691126,0.059996039926838614,15.17567262795749,1552.627006585209,10.37239789799598,-1.9700727144955292,8.40232518350045,-20.0600736519357,-11.65774846843525,21.832261081594176,106.49781606441364,7.270750290200528
482,KAUAI,519,5.0,86KA-21,0.703742,5.930203,10.511519,0.7037420020507823,5.93020689949579,10.511744505436184,0.041540319980037585,0.0037358373562447686,0.04439560833060923,0.014260900509501571,4.027468291049843,0.015085128376603668,0.044323867428897,12.389634204944258,1518.8234994133525,7.991209499509662,-2.92315862897057,5.068050870539091,-16.713526441921896,-11.645475571382805,21.809276789781567,106.3856986399892,5.365829134276982
483,KAUAI,519,5.0,86KA-20,0.703784,4.896319,9.724703,0.7037839992289536,4.897596749420686,9.723468444810038,0.048794504111510886,0.005064321519771919,0.05656534853006166,0.010913355261851325,4.215465768301791,0.01879235239479926,0.04981071266912779,15.103509473160248,1535.2475512213277,10.1817627354111,-2.208500047575033,7.973262687836067,-18.339507570911447,-10.36624488307538,19.413574185086084,94.69945623081469,5.367674632406203
484,KAUAI,519,5.0,74WAI-8,0.703609,6.866551,11.06848,0.7036090007045599,6.840380120435496,11.092905293035509,0.026091419277369576,0.0021850478703206904,0.029147237482175972,0.01653327226112812,3.8582272963712088,0.012847093387182231,0.03199574977158737,8.349961169343487,1508.3200000875822,5.246502746791675,-3.4430195188336548,1.8034832279580204,-15.673680008670642,-13.870196780712622,25.975664013468844,126.7093443926247,4.613355025447384
485,KAUAI,519,5.0,86KA-1,0.703774,5.520551,9.441802,0.7037740000991008,5.517732973059351,9.446363951050323,0.03455151187195088,0.0032426302198832156,0.037887308346120835,0.016292978724747397,3.7459125364625763,0.011000674150925526,0.03272705440533716,10.872532031993813,1503.9154323666567,6.81971550230175,-3.3624337066161494,3.4572817956856006,-15.23762780429901,-11.780346008613408,22.061857861141956,107.6177896441486,4.007808188620137
486,KAUAI,519,5.0,KV04-16,0.703758,6.16429,10.042966,0.7037580040995,6.076059842774116,10.13059396507785,0.029486891282882798,0.002242282962129547,0.03202369791829421,0.02095974646990153,3.7038226004764487,0.010238802362452191,0.02947815777742954,9.137607314691596,1497.0804044787,5.764265625292958,-4.351891375368401,1.4123742499245564,-14.560960043391308,-13.14858579346675,24.624253874919727,120.11716285792687,4.029223392779467
487,KAUAI,519,5.0,KV04-19,0.703745,6.632464,10.714854,0.7037449969141889,6.531358989692977,10.81793833154115,0.024475624965998647,0.00213022750489606,0.026365831873018757,0.01751789141117886,3.7473993562649275,0.011053077788191095,0.02834538236115852,7.787024962096753,1494.7269046464075,4.745849737143376,-3.6585157819485814,1.087333955194795,-14.327963559994348,-13.240629604799553,24.79663060147236,120.95801689725788,3.9015117542692472
488,KAUAI,519,5.0,KV04-21,0.703771,6.125276,10.149053,0.7037709987127527,6.048834705815765,10.152920504619066,0.034117170999484275,0.0025855646804187503,0.03712447052935383,0.02021642369756564,3.7990309430290634,0.011936133900843544,0.03368622569228682,10.635922925724612,1505.6557142285974,6.682404695283689,-4.175435479600336,2.5069692156833536,-15.409915708631143,-12.90294649294779,24.164228394412007,117.87315758403624,4.518384794878105
